notebook_path,relative_notebook_path,function_name,cell_number_1_based,cell_index_0_based,position_ratio,line_in_cell,preceding_heading,cell_stage,cell_line_count,first_use_cell_after_def_1_based,cell_gap_to_first_use,call_count_excluding_def_lines,modified_vs_head_before_audit
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Final_Selected_Model.ipynb,normalise_config,8,7,0.6364,2,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,4,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Final_Selected_Model.ipynb,seed_from_config,8,7,0.6364,26,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Final_Selected_Model.ipynb,select_best,8,7,0.6364,148,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Final_Selected_Model.ipynb,set_global_seed,8,7,0.6364,32,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Final_Selected_Model.ipynb,train_and_evaluate_config,8,7,0.6364,69,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Final_Selected_Model.ipynb,subgroup_metrics,10,9,0.8182,7,## 4. Final Held-Out Test Evaluation,configuration/paths; training; evaluation; outputs/saving; function definitions,43,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,load_class_weights,6,5,0.4545,87,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,load_json,6,5,0.4545,75,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,10,4,4,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,require_file,6,5,0.4545,67,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,resolve_project_root,6,5,0.4545,34,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,save_json,6,5,0.4545,81,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,10,4,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,build_mlp_model,8,7,0.6364,53,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,config_json,8,7,0.6364,16,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,config_key,8,7,0.6364,21,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,flat_result,8,7,0.6364,118,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,make_optimizer,8,7,0.6364,40,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,normalise_config,8,7,0.6364,2,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,10,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,seed_from_config,8,7,0.6364,26,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,select_best,8,7,0.6364,148,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,set_global_seed,8,7,0.6364,32,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,train_and_evaluate_config,8,7,0.6364,69,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,crossover,10,9,0.8182,51,## 4. Run or Load GA,configuration/paths; dataset loading; training; outputs/saving; function definitions,105,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,mutate,10,9,0.8182,43,## 4. Run or Load GA,configuration/paths; dataset loading; training; outputs/saving; function definitions,105,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,random_config,10,9,0.8182,40,## 4. Run or Load GA,configuration/paths; dataset loading; training; outputs/saving; function definitions,105,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,rebuild_best_json_from_trials,10,9,0.8182,11,## 4. Run or Load GA,configuration/paths; dataset loading; training; outputs/saving; function definitions,105,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Genetic_Algorithm.ipynb,tournament,10,9,0.8182,54,## 4. Run or Load GA,configuration/paths; dataset loading; training; outputs/saving; function definitions,105,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,load_class_weights,6,5,0.3333,87,## 2. Load Cache and Artifacts,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,125,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,load_json,6,5,0.3333,75,## 2. Load Cache and Artifacts,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,125,10,4,4,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,require_file,6,5,0.3333,67,## 2. Load Cache and Artifacts,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,125,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,resolve_project_root,6,5,0.3333,34,## 2. Load Cache and Artifacts,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,125,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,save_json,6,5,0.3333,81,## 2. Load Cache and Artifacts,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,125,14,8,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,build_mlp_model,8,7,0.4667,53,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,config_json,8,7,0.4667,16,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,config_key,8,7,0.4667,21,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,flat_result,8,7,0.4667,118,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,14,6,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,make_optimizer,8,7,0.4667,40,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,normalise_config,8,7,0.4667,2,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,14,6,9,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,seed_from_config,8,7,0.4667,26,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,select_best,8,7,0.4667,148,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,set_global_seed,8,7,0.4667,32,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,train_and_evaluate_config,8,7,0.4667,69,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,14,6,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,load_trials,10,9,0.6,5,## 4. Compare HPO Methods,dataset loading; feature preparation; outputs/saving; function definitions,38,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,summarise,10,9,0.6,13,## 4. Compare HPO Methods,dataset loading; feature preparation; outputs/saving; function definitions,38,14,4,6,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,rebuild_selected_hyperparameters_from_confirmation,14,13,0.8667,28,## 6. Multi-Seed Confirmation,dataset loading; evaluation; outputs/saving; function definitions,154,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,rebuild_selected_hyperparameters_from_hpo_evidence,14,13,0.8667,61,## 6. Multi-Seed Confirmation,dataset loading; evaluation; outputs/saving; function definitions,154,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,row_config,14,13,0.8667,8,## 6. Multi-Seed Confirmation,dataset loading; evaluation; outputs/saving; function definitions,154,,,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_HPO_Comparison.ipynb,selected_payload_from_validation_evidence,14,13,0.8667,13,## 6. Multi-Seed Confirmation,dataset loading; evaluation; outputs/saving; function definitions,154,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,ensure_selected_config_from_results,6,5,0.4545,149,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,208,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,first_existing_results_path,6,5,0.4545,108,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,208,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,load_class_weights,6,5,0.4545,164,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,208,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,load_json,6,5,0.4545,75,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,208,10,4,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,normalise_handoff_config,6,5,0.4545,89,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,208,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,rebuild_selected_config_from_results,6,5,0.4545,118,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,208,10,4,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,require_file,6,5,0.4545,67,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,208,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,resolve_project_root,6,5,0.4545,34,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,208,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,save_json,6,5,0.4545,81,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,208,10,4,4,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,build_mlp_model,8,7,0.6364,53,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,config_json,8,7,0.6364,16,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,config_key,8,7,0.6364,21,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,flat_result,8,7,0.6364,118,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,make_optimizer,8,7,0.6364,40,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,normalise_config,8,7,0.6364,2,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,seed_from_config,8,7,0.6364,26,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,select_best,8,7,0.6364,148,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,set_global_seed,8,7,0.6364,32,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_LearningRate_BatchSize_Trial.ipynb,train_and_evaluate_config,8,7,0.6364,69,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Baseline.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Baseline.ipynb,mount_drive_if_colab,14,13,0.2281,4,## 5. Dataset Paths,imports/setup; function definitions,12,,,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Baseline.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Baseline.ipynb,scan_audio_files,19,18,0.3158,4,## 6. Dataset Loading / Audio File Scan,dataset loading; outputs/saving; function definitions,21,21,2,2,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Baseline.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Baseline.ipynb,aggregate_mfcc,31,30,0.5263,35,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Baseline.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Baseline.ipynb,extract_mfcc_features,31,30,0.5263,22,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Baseline.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Baseline.ipynb,load_audio_fixed,31,30,0.5263,5,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,,,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Baseline.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Baseline.ipynb,build_feature_table,40,39,0.6842,5,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,27,52,12,3,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_C_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_C_Trial.ipynb,mount_drive_if_colab,14,13,0.2955,4,## 5. Dataset Paths,imports/setup; function definitions,12,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_C_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_C_Trial.ipynb,scan_audio_files,19,18,0.4091,4,## 6. Dataset Loading / Audio File Scan,dataset loading; outputs/saving; function definitions,21,21,2,2,False
